id,Title,Author ID
12495064338319,How can I subscribe to MM Max ?,8633709205775
12494740030223,What is MM Max?,8633709205775
12123222596239,Can I use the charts and articles on MacroMicro?,8633709205775
12028437285135,How to quickly filter data in a chart?,8633709205775
12025825120015,"What are the ""Latest Value"" and ""Watermark"" features?",8633709205775
11091555631119,How can I merge my multiple registered accounts?,8633709205775
11091529908879,How do I check if my accounts were merged successfully?,8633709205775
11090921175823,I didn't receive the verification email for merging accounts. What should I do?,8633709205775
11032383846415,Can I download the charts on MacroMicro?,8633709205775
10616229481999,Can I access a free trial of MacroMicro services?,8633709205775
10498747296783,How to switch website language?,8633709205775
10115640163855,What can I do if we've reached the monthly download limit?,8633709205775
10115250467087,Why is the data not downloadable?,8633709205775
10115197612687,Will re-downloading data reduce the download quota?,8633709205775
10115178718351,How can I find previously downloaded data?,8633709205775
10115045613327,What is the format of the data download files?,8633709205775
10114263582863,How to use MM Business for team collaboration?,8633709205775
8857363782671,How to Subscribe to Exclusive Reports & Insights from MM Research Team?,8633709205775
8676392562063,What kind of content can I find in the Analysis section?,8633709205775
8675878942863,Can I download data from MacroMicro?,8633709205775
8672344342927,There are so many charts on MacroMicro. Where should I start?,8633709205775
8672308008975,What do I get when I refer a friend to subscribe to MacroMicro?,8633709205775
8672291758607,"I'm already a paid member, can I still use my M-coins to redeem free subscription services?",8633709205775
8672306761743,Can I get a refund by giving back my M-coins?,8633709205775
8672306049551,What are M-coins?,8633709205775
8672303807375,What do team plans entail?,8633709205775
8672265381519,Where can I find my payment history?,8633709205775
8672116316431,What payment options do you accept?,8633709205775
8672144756239,What's the benefit of auto-renewal?,8633709205775
8672067587727,How can I cancel my subscription?,8633709205775
8658397324431,I'm using the free trial. Why did I receive a payment confirmation email?,8633709205775
8658290472463,How do I upgrade my subscription plan?,8633709205775
8658163749519,Where can I edit my personal information?,8633709205775
8657839510159,What are the different ways I can log into my account?,8633709205775
8657814238735,How can I sign up for an account?,8633709205775
11457632262415,"Why do the subscription plans show prices in USD, but the actual payment is charged in TWD?",8633709205775
8676449226639,What is the MM Daily section about?,8633709205775
8676332796687,What are the MM Fundamental Indices? How is it constructed?,8633709205775
8672335031823,What does ''economic cycles'' mean?,8633709205775
8672233671439,"What if I made a payment with my credit card / PayPal, but can't find the payment record in Payment History?",8633709205775
8672145662991,Can I expect a heads-up before payment is processed upon auto-renewal of my subscription?,8633709205775
8658301400719,I've subscribed to the monthly plan. How can I switch to the annual subscription plan?,8633709205775
8658188679183,What benefits do I enjoy when I subscribe to MM Prime?,8633709205775
8658165582351,How to get the latest updates from MacroMicro?,8633709205775
8657965832975,Can I log into my account from multiple devices?,8633709205775
8657834468879,What benefits do I enjoy when I sign up as a free member?,8633709205775
8676390364175,What if I'm interested in specific indicators/data but don't see them on your website?,8633709205775
8672345772175,Can I download the charts on MacroMicro?,8633709205775
8672149186447,What if my credit card on file expires or is lost?,8633709205775
8672121097231,Can I cancel my ongoing subscription and get a partial refund?,8633709205775
8658316578319,Where can I cancel my subscription to the free trial?,8633709205775
8658253762575,Where can I check subscription details and expiration date?,8633709205775
8658195280783,Can I update the email I receive newsletters and notifications from MacroMicro?,8633709205775
8657967777551,What if I forget my account or password?,8633709205775
8657850750479,I didn't get an account activation email after signing up. What should I do?,8633709205775
8676699562639,Can I use the charts and articles on MacroMicro?,8633709205775
8672263839887,"I'm using a credit card / PayPal, but the payment failed. What should I do?",8633709205775
8672115081999,How can I cancel my auto-renewal?,8633709205775
8672069740303,I've selected credit card / PayPal as the payment method. How can I cancel my subscription?,8633709205775
8658318504463,Can I get a refund if I am charged after my free trial ends?,8633709205775
8658353804559,"I've subscribed, but can't access the features of the subscription plan. Why is this happening?",8633709205775
8658297915791,What if I accidentally created another account and also made a subscription there?,8633709205775
8658197144079,How can I cancel my newsletter subscription?,8633709205775
8658043943439,How can I change my password?,8633709205775
11319246359951,How can I remove my credit card,8633709205775
8676717847183,Do you offer API services?,8633709205775
8672332452239,What does the gray shading in the charts represent?,8633709205775
8658298990863,Do I get to download the data from MacroMicro once I become a paid member?,8633709205775
8658187433103,Can I change the language of the newsletters and emails I receive?,8633709205775
8658092199055,How can I change the email address for account login?,8633709205775
8676660518927,What is the MM Economic Calendar? How can I access and set it up?,8633709205775
8672348649359,"What do ""L"" and ""R"" represent when they appear in the legends?",8633709205775
8672263069967,"For credit card payment, what if I didn't receive the 3DS one-time password (OTP) via SMS?",8633709205775
8658217627279,What perks does auto-renewal offer?,8633709205775
8658049879439,How can I delete my account?,8633709205775
8676677378319,What if I have trouble adding the calendar to my Google/Apple Calendar?,8633709205775
8672334582543,"What do the different abbreviations like SA, NSA, SAAR, YoY, MoM, QoQ, and CA mean?",8633709205775
8672264272527,Is it safe to use my credit card to subscribe to your services?,8633709205775
8658285616911,Can I access the previous exclusive reports after subscribing?,8633709205775
11316789012623,How can I identify if a chart originates from MacroMicro or a user?,8633709205775
8676778076303,What is the MM User Sentiment Indicator?,8633709205775
8658297209871,"As a paid member, is there a limit on the number of devices I can use to log into my account?",8633709205775
8676775913231,Is there a MacroMicro app I can download?,8633709205775
